Word,Frequency,Abc Hash,Qwerty Hash,As name
survey,92,676728,422812,53,0.5760869565217391
surveyed,62,67672822,42281214,0,0.0
surveying,39,676728353,422812385,0,0.0
surveyor,3,67672856,42281232,1,0.3333333333333333
surveys,3,6767286,4228124,0,0.0
survival,57,67673714,42283846,0,0.0
survive,132,6767372,4228381,1,0.007575757575757576
survived,128,67673722,42283814,0,0.0
survives,25,67673726,42283814,0,0.0
surviving,50,676737353,422838385,0,0.0
survivor,36,67673756,42283832,0,0.0
survivors,59,676737566,422838324,0,0.0
susan,138,67615,42448,116,0.8405797101449275
susceptibility,5,67612673134378,42471323836322,0,0.0
susceptible,11,67612673142,42471323861,0,0.0
sushi,6,67633,42453,0,0.0
susie,10,67632,42431,6,0.6
suspect,240,6766217,4243172,0,0.0
suspected,337,676621722,424317214,0,0.0
suspecting,13,6766217353,4243172385,0,0.0
suspects,54,67662176,42431724,0,0.0
suspend,7,6766252,4243184,0,0.0
suspended,68,676625222,424318414,0,0.0
suspenders,3,6766252266,4243184124,0,0.0
suspense,19,67662562,42431841,0,0.0
suspension,31,6766256355,4243184338,1,0.03225806451612903
suspicion,206,676631355,424337338,2,0.009708737864077669
suspicions,94,6766313556,4243373384,0,0.0
suspicious,182,6766313576,4243373324,0,0.0
suspiciously,126,676631357648,424337332462,0,0.0
sussex,24,676628,424417,22,0.9166666666666666
sustain,21,6767135,4242438,0,0.0
sustained,34,676713522,424243814,0,0.0
sustaining,6,6767135353,4242438385,0,0.0
sustains,3,67671356,42424384,0,0.0
sustenance,4,6767251512,4242184871,0,0.0
susurrations,2,676766173556,424222423384,0,0.0
sutaw,5,67718,42241,4,0.8
sutherland,22,6773264152,4225126484,22,1.0
sutro,6,67765,42223,2,0.3333333333333333
sutton,5,677755,422238,5,1.0
suwabi,8,678113,421483,7,0.875
suze,143,6782,4271,97,0.6783216783216783
suzuki,8,678743,427263,6,0.75
svelte,2,672472,481621,0,0.0
svery,6,67268,48122,0,0.0
swab,5,6811,4148,0,0.0
swabbing,2,68111353,41488385,0,0.0
swaddled,4,68122422,41444614,0,0.0
swaddling,3,681224353,414446385,0,0.0
swag,3,6813,4145,0,0.0
swagger,19,6813326,4145512,0,0.0
swaggered,6,681332622,414551214,0,0.0
swaggering,8,6813326353,4145512385,0,0.0
swags,2,68136,41454,0,0.0
swain,4,68135,41438,4,1.0
swallow,130,6814458,4146631,5,0.038461538461538464
swallowed,519,681445822,414663114,0,0.0
swallowing,51,6814458353,4146631385,0,0.0
swallows,8,68144586,41466314,0,0.0
swam,59,6815,4148,0,0.0
swamp,41,68156,41483,2,0.04878048780487805
swamped,7,6815622,4148314,0,0.0
swamps,9,681566,414834,0,0.0
swampy,4,681568,414832,0,0.0
swan,105,6815,4148,56,0.5333333333333333
swandam,16,6815215,4148448,16,1.0
swank,2,68154,41486,0,0.0
swans,2,68156,41484,0,0.0
swanship,13,68156336,41484533,0,0.0
swanships,9,681563366,414845334,0,0.0
swanwatch,10,681581713,414814275,0,0.0
swap,30,6816,4143,0,0.0
swapped,37,6816622,4143314,0,0.0
swapping,17,68166353,41433385,0,0.0
sward,2,68162,41424,0,0.0
swarm,61,68165,41428,7,0.11475409836065574
swarmed,27,6816522,4142814,0,0.0
swarmin,2,6816535,4142838,0,0.0
swarming,32,68165353,41428385,0,0.0
swarms,7,681656,414284,0,0.0
swarthy,13,6816738,4142252,0,0.0
swash,2,68163,41445,0,0.0
swat,5,6817,4142,0,0.0
swath,3,68173,41425,0,0.0
swathe,4,681732,414251,0,0.0
swathed,13,6817322,4142514,0,0.0
swatted,3,6817722,4142214,0,0.0
swatting,3,68177353,41422385,0,0.0
sway,19,6818,4142,0,0.0
swayed,85,681822,414214,0,0.0
swaying,79,6818353,4142385,0,0.0
swear,389,68216,41142,0,0.0
swearin,2,6821635,4114238,0,0.0
swearing,98,68216353,41142385,0,0.0
swears,14,682166,411424,0,0.0
swearwords,4,6821685626,4114213244,0,0.0
sweat,193,68217,41142,2,0.010362694300518135
sweated,15,6821722,4114214,0,0.0
sweater,99,6821726,4114212,1,0.010101010101010102
sweaters,11,68217266,41142124,0,0.0
sweatier,2,68217326,41142312,0,0.0
sweating,88,68217353,41142385,0,0.0
sweatpants,3,6821761576,4114234824,0,0.0
sweats,7,682176,411424,0,0.0
sweatshirt,19,6821763367,4114245322,0,0.0
sweatshirts,4,68217633676,41142453224,0,0.0
sweaty,73,682178,411422,0,0.0
sweden,6,682225,411418,6,1.0
swedish,15,6822363,4114345,14,0.9333333333333333
sweep,102,68226,41113,3,0.029411764705882353
sweeper,2,6822626,4111312,0,0.0
sweeping,137,68226353,41113385,1,0.0072992700729927005
sweeps,15,682266,411134,0,0.0
sweet,447,68227,41112,9,0.020134228187919462
sweeten,3,6822725,4111218,0,0.0
sweetened,3,682272522,411121814,0,0.0
sweeter,12,6822726,4111212,0,0.0
sweetest,17,68227267,41112142,0,0.0
sweetheart,61,6822732167,4111251422,6,0.09836065573770492
sweethearts,2,68227321676,41112514224,0,0.0
sweetie,126,6822732,4111231,13,0.10317460317460317
sweetish,2,68227363,41112345,0,0.0
sweetlove,15,682274572,411126381,15,1.0
sweetloves,4,6822745726,4111263814,4,1.0
sweetly,60,6822748,4111262,0,0.0
sweetness,10,682275266,411128144,0,0.0
sweets,47,682276,411124,1,0.02127659574468085
sweetshop,6,682276356,411124533,1,0.16666666666666666
sweetums,6,68227756,41112284,0,0.0
swell,31,68244,41166,0,0.0
swelled,63,6824422,4116614,0,0.0
swelling,74,68244353,41166385,2,0.02702702702702703
swellings,2,682443536,411663854,0,0.0
swells,3,682446,411664,0,0.0
sweltering,4,6824726353,4116212385,0,0.0
swept,331,68267,41132,0,0.0
swerve,12,682672,411281,0,0.0
swerved,23,6826722,4112814,0,0.0
swerving,8,68267353,41128385,0,0.0
swift,109,68327,41352,0,0.0
swifter,8,6832726,4135212,0,0.0
swiftest,9,68327267,41352142,0,0.0
swiftly,219,6832748,4135262,0,0.0
swiftness,3,683275266,413528144,0,0.0
swig,36,6833,4135,0,0.0
swigged,6,6833322,4135514,0,0.0
swigging,7,68333353,41355385,0,0.0
swill,8,68344,41366,0,0.0
swilled,4,6834422,4136614,0,0.0
swilling,3,68344353,41366385,0,0.0
swim,79,6835,4138,0,0.0
swimmer,15,6835526,4138812,2,0.13333333333333333
swimmers,5,68355266,41388124,0,0.0
swimming,108,68355353,41388385,0,0.0
swims,2,68356,41384,0,0.0
swindle,2,6835242,4138461,0,0.0
swindler,2,68352426,41384612,0,0.0
swindon,3,6835255,4138438,3,1.0
swine,5,68352,41381,0,0.0
swing,167,68353,41385,8,0.04790419161676647
swinging,179,68353353,41385385,0,0.0
swings,23,683536,413854,0,0.0
swipe,29,68362,41331,0,0.0
swiped,23,683622,413314,0,0.0
swipes,3,683626,413314,0,0.0
swiping,4,6836353,4133385,0,0.0
swirl,61,68364,41326,27,0.4426229508196721
swirled,56,6836422,4132614,0,0.0
swirling,100,68364353,41326385,0,0.0
swirls,11,683646,413264,0,0.0
swish,19,68363,41345,0,0.0
swished,15,6836322,4134514,0,0.0
swishing,26,68363353,41345385,0,0.0
swishy,2,683638,413452,0,0.0
swiss,44,68366,41344,43,0.9772727272727273
switch,142,683713,413275,6,0.04225352112676056
switchback,3,6837131114,4132758476,0,0.0
switched,112,68371322,41327514,0,0.0
switches,4,68371326,41327514,1,0.25
switching,47,683713353,413275385,7,0.14893617021276595
switzerland,8,68378264152,41327126484,8,1.0
swivel,30,683724,413816,0,0.0
swiveled,47,68372422,41381614,0,0.0
swiveling,11,683724353,413816385,0,0.0
swivelled,19,683724422,413816614,0,0.0
swivelling,7,6837244353,4138166385,0,0.0
swiving,3,6837353,4138385,0,0.0
swollen,125,6854425,4136618,0,0.0
swonderful,2,6855226274,4138412526,0,0.0
swoon,6,68555,41338,0,0.0
swooned,3,6855522,4133814,0,0.0
swooning,7,68555353,41338385,0,0.0
swoop,29,68556,41333,0,0.0
swooped,86,6855622,4133314,0,0.0
swooping,46,68556353,41333385,0,0.0
swoops,3,685566,413334,0,0.0
swooshing,5,685563353,413345385,0,0.0
sword,480,68562,41324,3,0.00625
swordblade,2,6856214122,4132486441,0,0.0
swordfish,4,685622363,413245345,0,0.0
swordplay,2,685626418,413243642,0,0.0
swords,64,685626,413244,3,0.046875
swordsman,24,685626515,413244848,0,0.0
swordsmen,7,685626525,413244818,0,0.0
swordstick,32,6856267314,4132442376,0,0.0
swore,196,68562,41321,0,0.0
sworn,130,68565,41328,0,0.0
sworth,2,685673,413225,0,0.0
swotting,2,68577353,41322385,0,0.0
swum,6,6875,4128,0,0.0
swung,641,68753,41285,0,0.0
sybaritic,5,681163731,428423237,0,0.0
sybil,2,68134,42836,1,0.5
sybill,30,681344,428366,26,0.8666666666666667
sycamore,5,68115562,42748321,0,0.0
sycophant,3,681563157,427335482,0,0.0
sycophantically,7,681563157311448,427335482374662,0,0.0
sydenham,8,68225315,42418548,8,1.0
sydney,4,682528,424812,4,1.0
syllabary,9,684411168,426648422,7,0.7777777777777778
syllable,28,68441142,42664861,0,0.0
syllables,12,684411426,426648614,0,0.0
syllabus,4,68441176,42664824,0,0.0
sylph,2,68463,42635,0,0.0
sylva,2,68471,42684,2,1.0
sylveth,6,6847273,4268125,5,0.8333333333333334
sylvia,4,684731,426834,4,1.0
sylvius,13,6847376,4268324,13,1.0
symbiont,18,68513557,42883382,1,0.05555555555555555
symbionts,2,685135576,428833824,0,0.0
symbiosis,2,685135636,428833434,0,0.0
symbiotes,3,685135726,428833214,0,0.0
symbol,51,685154,428836,0,0.0
symbolic,18,68515431,42883637,0,0.0
symbolism,12,685154365,428836348,0,0.0
symbolize,2,685154382,428836371,0,0.0
symbolized,2,6851543822,4288363714,0,0.0
symbols,37,6851546,4288364,0,0.0
symmetrical,3,68552763114,42881223746,0,0.0
symmetry,12,68552768,42881222,0,0.0
sympathetic,85,68561732731,42834251237,0,0.0
sympathetically,25,685617327311448,428342512374662,0,0.0
sympathies,9,6856173326,4283425314,0,0.0
sympathize,12,6856173382,4283425371,0,0.0
sympathized,8,68561733822,42834253714,0,0.0
sympathy,186,68561738,42834252,1,0.005376344086021506
symphony,10,68563558,42835382,0,0.0
symptom,8,6856755,4283238,0,0.0
symptoms,63,68567556,42832384,0,0.0
synapses,2,68516626,42843414,0,0.0
synch,2,68513,42875,0,0.0
synchronized,2,685136553822,428752383714,0,0.0
synchronous,2,68513655576,42875238324,0,0.0
synchrony,7,685136558,428752382,0,0.0
syncopated,4,6851561722,4287334214,0,0.0
syndicate,18,685231172,428437421,13,0.7222222222222222
syndicates,2,6852311726,4284374214,1,0.5
syndrome,5,68526552,42842381,0,0.0
synergine,24,685263352,428125381,0,0.0
synergistic,5,68526336731,42812534237,0,0.0
synonymous,2,6855585576,4283828324,0,0.0
synonyms,2,68555856,42838284,0,0.0
synopses,7,68556626,42833414,0,0.0
synopsis,12,68556636,42833434,0,0.0
synopsized,2,6855663822,4283343714,0,0.0
synsym,17,685685,428428,2,0.11764705882352941
synsyms,2,6856856,4284284,0,0.0
syntax,6,685718,428247,0,0.0
syntha,2,685731,428254,0,0.0
synthacrete,8,68573116272,42825472121,0,0.0
synthasuede,2,68573167222,42825442141,0,0.0
synthavids,2,6857317326,4282548344,0,0.0
synthesis,6,685732636,428251434,0,0.0
synthesize,2,6857326382,4282514371,0,0.0
synthesized,8,68573263822,42825143714,0,0.0
synthesizer,5,68573263826,42825143712,0,0.0
synthesizers,4,685732638266,428251437124,0,0.0
synthesizing,2,685732638353,428251437385,0,0.0
synthetic,25,685732731,428251237,0,0.0
synthetics,16,6857327316,4282512374,0,0.0
syour,3,68576,42322,0,0.0
syphilis,6,68633436,42353634,0,0.0
syrah,3,68613,42245,2,0.6666666666666666
syringe,8,6863532,4223851,0,0.0
syrup,28,68676,42223,0,0.0
syrupy,3,686768,422232,0,0.0
sys,4,686,424,0,0.0
system,429,686725,424218,6,0.013986013986013986
systematic,14,6867251731,4242184237,0,0.0
systematically,8,68672517311448,42421842374662,0,0.0
systems,127,6867256,4242184,6,0.047244094488188976
szabo,64,68115,47483,58,0.90625
szechuan,2,68213715,47175248,2,1.0
t,43378,7,2,0,0.0
ta,24,71,24,3,0.125
tab,11,711,248,2,0.18181818181818182
tabard,27,711162,248424,0,0.0
tabarded,2,71116222,24842414,0,0.0
tabards,12,7111626,2484244,0,0.0
tabby,9,71118,24882,0,0.0
table,2570,71142,24861,21,0.008171206225680934
tableau,19,7114217,2486142,0,0.0
tablecloth,27,7114214573,2486176325,0,0.0
tablecloths,4,71142145736,24861763254,0,0.0
tables,249,711426,248614,0,0.0
tablespoonfuls,2,71142665552746,24861433385264,0,0.0
tablet,4,711427,248612,0,0.0
tabletop,26,71142756,24861233,0,0.0
tablets,14,7114276,2486124,0,0.0
tabloid,5,7114532,2486334,0,0.0
tabloids,2,71145326,24863344,0,0.0
taboo,5,71155,24833,3,0.6
tabooed,2,7115522,2483314,1,0.5
taboos,2,711556,248334,0,0.0
tabor,26,71156,24832,23,0.8846153846153846
tabs,43,7116,2484,0,0.0
tabulated,2,711741722,248264214,0,0.0
tac,30,711,247,4,0.13333333333333333
tacit,17,71137,24732,0,0.0
tacitly,7,7113748,2473262,0,0.0
taciturn,11,71137765,24732228,0,0.0
taciturnity,2,71137765378,24732228322,0,0.0
tack,35,7114,2476,0,0.0
tacked,10,711422,247614,0,0.0
tacking,2,7114353,2476385,0,0.0
tackle,48,711442,247661,0,0.0
tackled,17,7114422,2476614,1,0.058823529411764705
tackles,3,7114426,2476614,0,0.0
tackling,14,71144353,24766385,0,0.0
tacks,2,71146,24764,0,0.0
tacky,9,71148,24762,0,0.0
taco,4,7115,2473,2,0.5
tacos,5,71156,24734,0,0.0
tact,14,7117,2472,0,0.0
tactful,10,7117274,2472526,0,0.0
tactfully,7,711727448,247252662,0,0.0
tacti,3,71173,24723,0,0.0
tactic,16,711731,247237,0,0.0
tactical,81,71173114,24723746,0,0.0
tactically,5,7117311448,2472374662,0,0.0
tactician,6,711731315,247237348,0,0.0
tactics,98,7117316,2472374,5,0.05102040816326531
tactile,6,7117342,2472361,0,0.0
tactless,13,71174266,24726144,0,0.0
tad,35,712,244,8,0.22857142857142856
tadpole,6,7126542,2443361,0,0.0
tadpoles,2,71265426,24433614,0,0.0
tads,3,7126,2444,0,0.0
tafas,22,71216,24544,13,0.5909090909090909
taffy,5,71228,24552,1,0.2
tag,73,713,245,31,0.4246575342465753
tagged,19,713322,245514,0,0.0
tagging,4,7133353,2455385,0,0.0
tags,17,7136,2454,0,0.0
tah,6,713,245,0,0.0
tail,298,7134,2436,0,0.0
tailboard,3,713415162,243683424,0,0.0
tailcoat,3,71341517,24367342,0,0.0
tailcoats,2,713415176,243673424,0,0.0
tailed,17,713422,243614,0,0.0
tailin,2,713435,243638,0,0.0
tailing,24,7134353,2436385,0,0.0
tailless,2,71344266,24366144,0,0.0
tailor,55,713456,243632,16,0.2909090909090909
tailored,16,71345622,24363214,0,0.0
tailoring,5,713456353,243632385,0,0.0
tailpiece,3,713463212,243633171,0,0.0
tails,52,71346,24364,3,0.057692307692307696
tailwind,2,71348352,24361384,0,0.0
taint,8,71357,24382,0,0.0
tainted,20,7135722,2438214,0,0.0
tak,2,714,246,0,0.0
taka,2,7141,2464,1,0.5
take,5350,7142,2461,54,0.010093457943925233
takeaway,8,71421818,24614142,0,0.0
taken,1754,71425,24618,0,0.0
takeoff,6,7142522,2461355,0,0.0
takeover,7,71425726,24613812,2,0.2857142857142857
taker,3,71426,24612,0,0.0
takeremedial,2,714262522314,246121814346,0,0.0
takers,4,714266,246124,0,0.0
takes,295,71426,24614,4,0.013559322033898305
taketh,2,714273,246125,0,0.0
takethat,2,71427317,24612542,0,0.0
takethis,2,71427336,24612534,0,0.0
takin,20,71435,24638,0,0.0
taking,1469,714353,246385,10,0.0068073519400953025
takingall,2,714353144,246385466,0,0.0
takings,10,7143536,2463854,0,0.0
tal,2,714,246,0,0.0
tale,271,7142,2461,4,0.014760147601476014
talent,106,714257,246182,1,0.009433962264150943
talented,35,71425722,24618214,0,0.0
talentless,4,7142574266,2461826144,0,0.0
talents,48,7142576,2461824,0,0.0
tales,121,71426,24614,16,0.1322314049586777
talgarth,36,71431673,24654225,35,0.9722222222222222
talisman,9,71436515,24634848,0,0.0
talk,2225,7144,2466,14,0.006292134831460674
talkative,8,714417372,246642381,0,0.0
talked,445,714422,246614,0,0.0
talkedabout,2,71442211577,24661448322,0,0.0
talker,13,714426,246612,0,0.0
talkie,2,714432,246631,0,0.0
talkies,3,7144326,2466314,0,0.0
talkin,22,714435,246638,0,0.0
talking,1634,7144353,2466385,3,0.0018359853121175031
talkm,2,71445,24668,0,0.0
talks,81,71446,24664,0,0.0
talkto,2,714475,246623,0,0.0
tall,774,7144,2466,4,0.00516795865633075
taller,151,714426,246612,0,0.0
tallest,30,7144267,2466142,0,0.0
tallied,5,7144322,2466314,0,0.0
tallies,2,7144326,2466314,0,0.0
tallish,4,7144363,2466345,0,0.0
tallow,13,714458,246631,0,0.0
tally,29,71448,24662,0,0.0
talon,4,71455,24638,0,0.0
taloned,4,7145522,2463814,0,0.0
talons,10,714556,246384,0,0.0
talus,15,71476,24624,15,1.0
tambourine,30,7151576352,2488322381,0,0.0
tambourines,6,71515763526,24883223814,0,0.0
tame,21,7152,2481,0,0.0
tamed,6,71522,24814,0,0.0
tameness,2,71525266,24818144,0,0.0
tamer,3,71526,24812,0,0.0
tamiko,2,715345,248363,1,0.5
tampa,4,71561,24834,1,0.25
tamped,15,715622,248314,0,0.0
tampered,16,71562622,24831214,0,0.0
tampering,11,715626353,248312385,0,0.0
tampon,2,715655,248338,1,0.5
tampons,8,7156556,2483384,0,0.0
tan,59,715,248,1,0.01694915254237288
tanaka,32,715141,248464,29,0.90625
tanbark,2,7151164,2488426,0,0.0
tandem,2,715225,248418,0,0.0
tanery,14,715268,248122,13,0.9285714285714286
tang,28,7153,2485,2,0.07142857142857142
tangent,3,7153257,2485182,0,0.0
tangential,2,7153257314,2485182346,0,0.0
tangents,2,71532576,24851824,0,0.0
tangerine,4,715326352,248512381,0,0.0
tangey,8,715328,248512,0,0.0
tangible,16,71533142,24853861,0,0.0
tangle,108,715342,248561,0,0.0
tangled,117,7153422,2485614,0,0.0
tanglefield,2,71534223242,24856153164,0,0.0
tangles,11,7153426,2485614,0,0.0
tangling,9,71534353,24856385,0,0.0
tangy,6,71538,24852,0,0.0
tank,76,7154,2486,0,0.0
tankard,30,7154162,2486424,0,0.0
tankards,5,71541626,24864244,0,0.0
tanked,10,715422,248614,0,0.0
tanker,6,715426,248612,0,0.0
tankerville,3,71542673442,24861283661,3,1.0
tanking,2,7154353,2486385,0,0.0
tanks,8,71546,24864,0,0.0
tanned,20,715522,248814,0,0.0
tanner,51,715526,248812,39,0.7647058823529411
tanning,7,7155353,2488385,0,0.0
tansy,114,71568,24842,91,0.7982456140350878
tantalising,2,71571436353,24824634385,0,0.0
tantalized,4,7157143822,2482463714,0,0.0
tantalizing,5,71571438353,24824637385,0,0.0
tantalizingly,7,7157143835348,2482463738562,0,0.0
tantalus,2,71571476,24824624,0,0.0
tantamount,7,7157155757,2482483282,0,0.0
tante,44,71572,24821,32,0.7272727272727273
tantrum,13,7157675,2482228,0,0.0
tantrums,14,71576756,24822284,0,0.0
tany,2,7158,2482,0,0.0
tanya,3,71581,24824,3,1.0
tanybody,2,71581528,24828342,0,0.0
tap,116,716,243,0,0.0
tapdance,2,71621512,24344871,0,0.0
tape,127,7162,2431,1,0.007874015748031496
taped,29,71622,24314,0,0.0
taper,11,71626,24312,0,0.0
tapering,7,71626353,24312385,0,0.0
tapers,2,716266,243124,0,0.0
tapes,6,71626,24314,0,0.0
tapestries,8,7162676326,2431422314,0,0.0
tapestry,70,71626768,24314222,0,0.0
tapeworm,5,71628565,24311328,0,0.0
taping,3,716353,243385,0,0.0
tapp,27,7166,2433,19,0.7037037037037037
tapped,260,716622,243314,0,0.0
tapping,119,7166353,2433385,0,0.0
taproom,2,7166555,2432338,0,0.0
taps,21,7166,2434,0,0.0
tar,12,716,242,0,0.0
tara,5,7161,2424,5,1.0
tarantallegra,3,7161571442361,2424824661524,1,0.3333333333333333
tarantula,7,716157741,242482264,0,0.0
tarantulas,3,7161577416,2424822644,0,0.0
tardiness,2,716235266,242438144,0,0.0
tardy,3,71628,24242,0,0.0
target,199,716327,242512,0,0.0
targeted,16,71632722,24251214,0,0.0
targeting,7,716327353,242512385,0,0.0
targets,49,7163276,2425124,0,0.0
targue,2,716372,242521,0,0.0
tariff,3,716322,242355,0,0.0
tariffs,4,7163226,2423554,0,0.0
tarleton,2,71642755,24261238,2,1.0
tarlike,2,7164342,2426361,0,0.0
tarlton,2,7164755,2426238,2,1.0
tarmac,20,716511,242847,0,0.0
tarnish,5,7165363,2428345,0,0.0
tarnished,23,716536322,242834514,0,0.0
tarp,6,7166,2423,0,0.0
tarpan,2,716615,242348,2,1.0
tarps,3,71666,24234,0,0.0
tarradiddles,2,716612322426,242244344614,0,0.0
tarragon,3,71661355,24224538,1,0.3333333333333333
tarred,3,716622,242214,0,0.0
tarry,7,71668,24222,0,0.0
tarski,3,716643,242463,2,0.6666666666666666
tart,49,7167,2422,2,0.04081632653061224
tartan,24,716715,242248,0,0.0
tartlet,2,7167427,2422612,0,0.0
tartlets,8,71674276,24226124,0,0.0
tartly,54,716748,242262,0,0.0
tarts,8,71676,24224,0,0.0
tarty,2,71678,24222,0,0.0
taryoon,10,7168555,2422338,10,1.0
tarzan,16,716815,242748,13,0.8125
tash,2,7163,2445,0,0.0
task,491,7164,2446,2,0.004073319755600814
tasks,102,71646,24464,0,0.0
tassel,115,716624,244416,108,0.9391304347826087
tasseled,3,71662422,24441614,0,0.0
tasselled,2,716624422,244416614,0,0.0
tassels,6,7166246,2444164,1,0.16666666666666666
taste,256,71672,24421,2,0.0078125
tasted,81,716722,244214,0,0.0
tasteful,6,71672274,24421526,0,0.0
tastefully,3,7167227448,2442152662,0,0.0
tasteless,9,716724266,244216144,0,0.0
taster,3,716726,244212,0,0.0
tastes,50,716726,244214,0,0.0
tastier,2,7167326,2442312,0,0.0
tasting,24,7167353,2442385,0,0.0
tastings,3,71673536,24423854,0,0.0
tasty,24,71678,24422,1,0.041666666666666664
tat,14,717,242,0,0.0
tatler,2,717426,242612,0,0.0
tattered,40,71772622,24221214,0,0.0
tatters,9,7177266,2422124,0,0.0
tatting,2,7177353,2422385,2,1.0
tattle,2,717742,242261,0,0.0
tattoo,28,717755,242233,0,0.0
tattooed,14,71775522,24223314,0,0.0
tattoos,12,7177556,2422334,0,0.0
tatty,3,71778,24222,0,0.0
tatya,26,71781,24224,20,0.7692307692307693
tau,110,717,242,107,0.9727272727272728
taught,232,717337,242552,1,0.004310344827586207
taunt,16,71757,24282,0,0.0
taunted,12,7175722,2428214,0,0.0
taunter,2,7175726,2428212,0,0.0
taunting,11,71757353,24282385,1,0.09090909090909091
taunts,9,717576,242824,0,0.0
taura,473,71761,24224,375,0.7928118393234672
taurie,7,717632,242231,6,0.8571428571428571
taut,47,7177,2422,0,0.0
tauten,5,717725,242218,0,0.0
tautly,2,717748,242262,0,0.0
tav,8,717,248,7,0.875
tavern,32,717265,248128,6,0.1875
taverns,7,7172656,2481284,0,0.0
tavia,115,71731,24834,73,0.6347826086956522
tavistock,16,717367514,248342376,16,1.0
tawa,15,7181,2414,11,0.7333333333333333
tawdry,6,718268,241422,0,0.0
tawnies,2,7185326,2418314,0,0.0
tawny,38,71858,24182,2,0.05263157894736842
tax,41,718,247,0,0.0
taxation,6,71817355,24742338,0,0.0
taxed,3,71822,24714,0,0.0
taxes,23,71826,24714,0,0.0
taxi,68,7183,2473,1,0.014705882352941176
taxied,3,718322,247314,0,0.0
taxing,2,718353,247385,0,0.0
taxis,9,71836,24734,0,0.0
tay,3,718,242,0,0.0
taylor,2,718456,242632,2,1.0
tbe,4,712,281,0,0.0
tbeen,2,71225,28118,0,0.0
tbelieve,3,71243272,28163181,0,0.0
tcatch,2,711713,274275,0,0.0
tch,2,713,275,0,0.0
tchah,2,71313,27545,0,0.0
tdare,2,72162,24421,0,0.0
tdeliver,2,72243726,24163812,0,0.0
tdo,7,725,243,0,0.0
te,12,72,21,1,0.08333333333333333
tea,653,721,214,10,0.015313935681470138
teabag,2,721113,214845,0,0.0
teabags,6,7211136,2148454,0,0.0
teach,296,72113,21475,1,0.0033783783783783786
teacher,360,7211326,2147512,3,0.008333333333333333
teachers,216,72113266,21475124,0,0.0
teaches,23,7211326,2147514,0,0.0
teachin,4,7211335,2147538,0,0.0
teaching,181,72113353,21475385,0,0.0
teachings,4,721133536,214753854,0,0.0
teacup,32,721176,214723,1,0.03125
teacups,11,7211766,2147234,0,0.0
teak,2,7214,2146,0,0.0
teakettle,2,721427742,214612261,0,0.0
teal,2,7214,2146,0,0.0
team,722,7215,2148,10,0.013850415512465374
teamed,8,721522,214814,0,0.0
teammate,3,72155172,21488421,0,0.0
teammates,5,721551726,214884214,0,0.0
teams,85,72156,21484,5,0.058823529411764705
teamster,6,72156726,21484212,0,0.0
teamsters,6,721567266,214842124,0,0.0
teamwork,2,72158564,21481326,0,0.0
teapot,24,721657,214332,0,0.0
tear,124,7216,2142,0,0.0
teardrop,2,72162656,21424233,0,0.0
teardrops,2,721626566,214242334,0,0.0
tearful,23,7216274,2142526,0,0.0
tearfully,7,721627448,214252662,0,0.0
tearing,105,7216353,2142385,0,0.0
tearoom,9,7216555,2142338,0,0.0
tears,532,72166,21424,5,0.009398496240601503
tearstained,4,72166713522,21424243814,0,0.0
teary,3,72168,21422,0,0.0
teas,4,7216,2144,0,0.0
tease,14,72162,21441,0,0.0
teased,18,721622,214414,0,0.0
teashop,10,7216356,2144533,0,0.0
teasing,30,7216353,2144385,0,0.0
teaspoon,8,72166555,21443338,0,0.0
teau,7,7217,2142,0,0.0
tebo,2,7215,2183,0,0.0
tech,206,7213,2175,2,0.009708737864077669
techie,6,721332,217531,2,0.3333333333333333
technical,130,721353114,217583746,0,0.0
technicalities,4,72135311437326,21758374632314,0,0.0
technicality,4,721353114378,217583746322,1,0.25
technically,78,72135311448,21758374662,3,0.038461538461538464
technician,23,7213531315,2175837348,1,0.043478260869565216
technicians,16,72135313156,21758373484,0,0.0
technicolour,2,721353154576,217583736322,0,0.0
technique,40,721353672,217583121,1,0.025
techniques,27,7213536726,2175831214,1,0.037037037037037035
techno,11,721355,217583,0,0.0
technocrat,2,7213551617,2175837242,0,0.0
technocrats,2,72135516176,21758372424,0,0.0
technoculture,2,7213551747762,2175837262221,0,0.0
technological,17,7213554533114,2175836353746,0,0.0
technologically,11,721355453311448,217583635374662,0,0.0
technologies,18,721355453326,217583635314,0,0.0
technology,87,7213554538,2175836352,1,0.011494252873563218
techs,98,72136,21754,0,0.0
tectonic,2,72175531,21723837,0,0.0
ted,60,722,214,56,0.9333333333333333
teddy,28,72228,21442,13,0.4642857142857143
tedious,72,7223576,2143324,0,0.0
tediously,5,722357648,214332462,0,0.0
tedlock,2,7224514,2146376,2,1.0
tee,4,722,211,2,0.5
teemed,2,722522,211814,0,0.0
teeming,21,7225353,2118385,0,0.0
teen,4,7225,2118,1,0.25
teenage,32,7225132,2118451,0,0.0
teenaged,2,72251322,21184514,0,0.0
teenager,15,72251326,21184512,0,0.0
teenagers,40,722513266,211845124,0,0.0
teens,20,72256,21184,0,0.0
teensiest,2,722563267,211843142,0,0.0
teensy,6,722568,211842,0,0.0
teeny,14,72258,21182,0,0.0
teeter,4,722726,211212,0,0.0
teetered,6,72272622,21121214,0,0.0
teetering,13,722726353,211212385,0,0.0
teeth,801,72273,21125,3,0.003745318352059925
teetotaler,2,7227571426,2112324612,0,0.0
